Fluss;Land;_area;_length;dissolve;scalerank;featurecla;name_alt;rivernum;note;labelrank;sov_a3;adm0_dif;level;type;admin;adm0_a3;geou_dif;geounit;gu_a3;su_dif;subunit;su_a3;brk_diff;name_long;brk_a3;brk_name;brk_group;abbrev;postal;formal_en;formal_fr;note_adm0;note_brk;name_sort;mapcolor7;mapcolor8;mapcolor9;mapcolor13;pop_est;gdp_md_est;pop_year;lastcensus;gdp_year;economy;income_grp;wikipedia;fips_10;iso_a2;iso_a3;iso_n3;un_a3;wb_a2;wb_a3;woe_id;adm0_a3_is;adm0_a3_us;adm0_a3_un;adm0_a3_wb;continent;region_un;subregion;region_wb;name_len;long_len;abbrev_len;tiny;homepart
Russia;Russia;2925,892323;188896,9337;635River;7;River;;635;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Egypt;Egypt;90,73192644;113722,7054;634River;7;River;;634;;2;EGY;0;2;Sovereign country;Egypt;EGY;0;Egypt;EGY;0;Egypt;EGY;0;Egypt;EGY;Egypt;;Egypt;EG;Arab Republic of Egypt;;;;Egypt, Arab Rep.;4;6;7;2;83082869;443700;-99;2006;-99;5. Emerging region: G20;4. Lower middle income;-99;;EG;EGY;818;818;EG;EGY;-99;EGY;EGY;-99;-99;Africa;Africa;Northern Africa;Middle East & North Africa;5;5;5;-99;1
Malaya Ob;Russia;2925,892323;970713,5313;633River;7;River;;633;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Yana;Russia;2925,892323;1228923,298;632River;7;River;;632;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Yana;Russia;2925,892323;300,84207;632River;7;River;;632;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Yana;;;510,8657017;632River;7;River;;632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yana;Russia;2925,892323;215761,7365;632River;7;River;;632;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Yana;;;566,8700623;632River;7;River;;632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yana;Russia;2925,892323;218134,4298;632River;7;River;;632;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Hai;;;48,16400473;631River;7;River;;631;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hai;China;951,1218109;107263,6176;631River;7;River;;631;;2;CH1;1;2;Country;China;CHN;0;China;CHN;0;China;CHN;0;China;CHN;China;;China;CN;People's Republic of China;;;;China;4;4;4;3;1338612970;7973000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;CN;CHN;156;156;CN;CHN;-99;CHN;CHN;-99;-99;Asia;Asia;Eastern Asia;East Asia & Pacific;5;5;5;-99;1
Chobe;Namibia;72,12914876;6119,917502;630River;7;River;;630;;3;NAM;0;2;Sovereign country;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;Namibia;;Nam.;NA;Republic of Namibia;;;;Namibia;4;1;1;7;2108665;13250;-99;2001;-99;6. Developing region;3. Upper middle income;-99;;NA;NAM;516;516;NA;NAM;-99;NAM;NAM;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;7;7;4;-99;1
Chobe;Namibia;72,12914876;5,45E-08;630River;7;River;;630;;3;NAM;0;2;Sovereign country;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;Namibia;;Nam.;NA;Republic of Namibia;;;;Namibia;4;1;1;7;2108665;13250;-99;2001;-99;6. Developing region;3. Upper middle income;-99;;NA;NAM;516;516;NA;NAM;-99;NAM;NAM;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;7;7;4;-99;1
Chobe;Botswana;50,7393483;1265,510756;630River;7;River;;630;;4;BWA;0;2;Sovereign country;Botswana;BWA;0;Botswana;BWA;0;Botswana;BWA;0;Botswana;BWA;Botswana;;Bwa.;BW;Republic of Botswana;;;;Botswana;6;5;7;3;1990876;27060;-99;2011;-99;6. Developing region;3. Upper middle income;-99;;BW;BWA;72;72;BW;BWA;-99;BWA;BWA;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;8;8;4;-99;1
Chobe;Namibia;72,12914876;17126,78048;630River;7;River;;630;;3;NAM;0;2;Sovereign country;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;Namibia;;Nam.;NA;Republic of Namibia;;;;Namibia;4;1;1;7;2108665;13250;-99;2001;-99;6. Developing region;3. Upper middle income;-99;;NA;NAM;516;516;NA;NAM;-99;NAM;NAM;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;7;7;4;-99;1
Chobe;Botswana;50,7393483;2651,515601;630River;7;River;;630;;4;BWA;0;2;Sovereign country;Botswana;BWA;0;Botswana;BWA;0;Botswana;BWA;0;Botswana;BWA;Botswana;;Bwa.;BW;Republic of Botswana;;;;Botswana;6;5;7;3;1990876;27060;-99;2011;-99;6. Developing region;3. Upper middle income;-99;;BW;BWA;72;72;BW;BWA;-99;BWA;BWA;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;8;8;4;-99;1
Chobe;Namibia;72,12914876;5069,385145;630River;7;River;;630;;3;NAM;0;2;Sovereign country;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;Namibia;;Nam.;NA;Republic of Namibia;;;;Namibia;4;1;1;7;2108665;13250;-99;2001;-99;6. Developing region;3. Upper middle income;-99;;NA;NAM;516;516;NA;NAM;-99;NAM;NAM;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;7;7;4;-99;1
Chobe;Botswana;50,7393483;1689,279395;630River;7;River;;630;;4;BWA;0;2;Sovereign country;Botswana;BWA;0;Botswana;BWA;0;Botswana;BWA;0;Botswana;BWA;Botswana;;Bwa.;BW;Republic of Botswana;;;;Botswana;6;5;7;3;1990876;27060;-99;2011;-99;6. Developing region;3. Upper middle income;-99;;BW;BWA;72;72;BW;BWA;-99;BWA;BWA;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;8;8;4;-99;1
Chobe;Namibia;72,12914876;1867,438113;630River;7;River;;630;;3;NAM;0;2;Sovereign country;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;Namibia;;Nam.;NA;Republic of Namibia;;;;Namibia;4;1;1;7;2108665;13250;-99;2001;-99;6. Developing region;3. Upper middle income;-99;;NA;NAM;516;516;NA;NAM;-99;NAM;NAM;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;7;7;4;-99;1
Chobe;Botswana;50,7393483;5488,877359;630River;7;River;;630;;4;BWA;0;2;Sovereign country;Botswana;BWA;0;Botswana;BWA;0;Botswana;BWA;0;Botswana;BWA;Botswana;;Bwa.;BW;Republic of Botswana;;;;Botswana;6;5;7;3;1990876;27060;-99;2011;-99;6. Developing region;3. Upper middle income;-99;;BW;BWA;72;72;BW;BWA;-99;BWA;BWA;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;8;8;4;-99;1
Chobe;Namibia;72,12914876;63520,818;630River;7;River;;630;;3;NAM;0;2;Sovereign country;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;Namibia;;Nam.;NA;Republic of Namibia;;;;Namibia;4;1;1;7;2108665;13250;-99;2001;-99;6. Developing region;3. Upper middle income;-99;;NA;NAM;516;516;NA;NAM;-99;NAM;NAM;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;7;7;4;-99;1
Chobe;Botswana;50,7393483;16862,79698;630River;7;River;;630;;4;BWA;0;2;Sovereign country;Botswana;BWA;0;Botswana;BWA;0;Botswana;BWA;0;Botswana;BWA;Botswana;;Bwa.;BW;Republic of Botswana;;;;Botswana;6;5;7;3;1990876;27060;-99;2011;-99;6. Developing region;3. Upper middle income;-99;;BW;BWA;72;72;BW;BWA;-99;BWA;BWA;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;8;8;4;-99;1
Chobe;Namibia;72,12914876;1548,581472;630River;7;River;;630;;3;NAM;0;2;Sovereign country;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;0;Namibia;NAM;Namibia;;Nam.;NA;Republic of Namibia;;;;Namibia;4;1;1;7;2108665;13250;-99;2001;-99;6. Developing region;3. Upper middle income;-99;;NA;NAM;516;516;NA;NAM;-99;NAM;NAM;-99;-99;Africa;Africa;Southern Africa;Sub-Saharan Africa;7;7;4;-99;1
Euphrates;Iraq;42,24398375;263004,3172;62River;3;River;;62;;3;IRQ;0;2;Sovereign country;Iraq;IRQ;0;Iraq;IRQ;0;Iraq;IRQ;0;Iraq;IRQ;Iraq;;Iraq;IRQ;Republic of Iraq;;;;Iraq;1;4;3;1;31129225;103900;-99;1997;-99;6. Developing region;4. Lower middle income;-99;;IQ;IRQ;368;368;IQ;IRQ;-99;IRQ;IRQ;-99;-99;Asia;Asia;Western Asia;Middle East & North Africa;4;4;4;-99;1
Euphrates;Iraq;42,24398375;716,3839479;62River;3;River;;62;;3;IRQ;0;2;Sovereign country;Iraq;IRQ;0;Iraq;IRQ;0;Iraq;IRQ;0;Iraq;IRQ;Iraq;;Iraq;IRQ;Republic of Iraq;;;;Iraq;1;4;3;1;31129225;103900;-99;1997;-99;6. Developing region;4. Lower middle income;-99;;IQ;IRQ;368;368;IQ;IRQ;-99;IRQ;IRQ;-99;-99;Asia;Asia;Western Asia;Middle East & North Africa;4;4;4;-99;1
Euphrates;Iraq;42,24398375;26413,54577;62River;3;River;;62;;3;IRQ;0;2;Sovereign country;Iraq;IRQ;0;Iraq;IRQ;0;Iraq;IRQ;0;Iraq;IRQ;Iraq;;Iraq;IRQ;Republic of Iraq;;;;Iraq;1;4;3;1;31129225;103900;-99;1997;-99;6. Developing region;4. Lower middle income;-99;;IQ;IRQ;368;368;IQ;IRQ;-99;IRQ;IRQ;-99;-99;Asia;Asia;Western Asia;Middle East & North Africa;4;4;4;-99;1
Euphrates;Iraq;42,24398375;957801,4165;62River;3;River;;62;;3;IRQ;0;2;Sovereign country;Iraq;IRQ;0;Iraq;IRQ;0;Iraq;IRQ;0;Iraq;IRQ;Iraq;;Iraq;IRQ;Republic of Iraq;;;;Iraq;1;4;3;1;31129225;103900;-99;1997;-99;6. Developing region;4. Lower middle income;-99;;IQ;IRQ;368;368;IQ;IRQ;-99;IRQ;IRQ;-99;-99;Asia;Asia;Western Asia;Middle East & North Africa;4;4;4;-99;1
Churchill;Canada;1691,869075;33133,18603;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;226978,7644;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;7215,82467;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;195548,0791;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;76,12289429;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;9915,127012;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;12335,44323;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;17326,38175;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;117966,9613;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;96554,75068;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;7666,496651;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;100107,4874;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;17413,32693;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;55495,58002;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;521945,9162;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;58461,0661;629River;7;River;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;34273,25573;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;107522,2172;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;43793,80554;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;56879,10569;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;38946,13693;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;51644,68977;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;21938,87409;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;102151,6849;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;19935,04007;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;8808,971816;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;92645,16948;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;280132,7503;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Churchill;Canada;1691,869075;52972,70942;629Lake Centerline;7;Lake Centerline;;629;;2;CAN;0;2;Sovereign country;Canada;CAN;0;Canada;CAN;0;Canada;CAN;0;Canada;CAN;Canada;;Can.;CA;Canada;;;;Canada;6;6;2;2;33487208;1300000;-99;2011;-99;1. Developed region: G7;1. High income: OECD;-99;;CA;CAN;124;124;CA;CAN;-99;CAN;CAN;-99;-99;North America;Americas;Northern America;North America;6;6;4;-99;1
Shabeelle;Somalia;38,51703717;695412,5136;628River;7;River;;628;;6;SOM;0;2;Sovereign country;Somalia;SOM;0;Somalia;SOM;0;Somalia;SOM;0;Somalia;SOM;Somalia;;Som.;SO;Federal Republic of Somalia;;;;Somalia;2;8;6;7;9832017;5524;-99;1987;-99;7. Least developed region;5. Low income;-99;;SO;SOM;706;706;SO;SOM;-99;SOM;SOM;-99;-99;Africa;Africa;Eastern Africa;Sub-Saharan Africa;7;7;4;-99;1
Anabar;Russia;2925,892323;912861,0279;627River;7;River;;627;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
Han;South Korea;9,898048076;63275,50379;626River;7;River;;626;;2;KOR;0;2;Sovereign country;South Korea;KOR;0;South Korea;KOR;0;South Korea;KOR;0;Republic of Korea;KOR;Republic of Korea;;S.K.;KR;Republic of Korea;;;;Korea, Rep.;4;1;1;5;48508972;1335000;-99;2010;-99;4. Emerging region: MIKT;1. High income: OECD;-99;;KR;KOR;410;410;KR;KOR;-99;KOR;KOR;-99;-99;Asia;Asia;Eastern Asia;East Asia & Pacific;5;17;4;-99;1
Podkamennaya Tunguska;Russia;2925,892323;2216622,92;625River;7;River;;625;;2;RUS;0;2;Sovereign country;Russia;RUS;0;Russia;RUS;0;Russia;RUS;0;Russian Federation;RUS;Russia;;Rus.;RUS;Russian Federation;;;;Russian Federation;2;5;7;7;140041247;2266000;-99;2010;-99;3. Emerging region: BRIC;3. Upper middle income;-99;;RU;RUS;643;643;RU;RUS;-99;RUS;RUS;-99;-99;Europe;Europe;Eastern Europe;Europe & Central Asia;6;18;4;-99;1
